state,district,pincode,total_enrollments,total_demo_updates,total_bio_updates,total_updates,update_to_enrollment_ratio
Karnataka,Bengaluru,560008,134.0,1401.0,2222.0,3623.0,26.83703703703704
Karnataka,Bengaluru,560009,9.0,33.0,131.0,164.0,16.4
Karnataka,Bengaluru,560010,276.0,1468.0,3244.0,4712.0,17.010830324909747
Karnataka,Bengaluru,560011,120.0,937.0,2342.0,3279.0,27.09917355371901
Karnataka,Bengaluru,560012,3.0,15.0,26.0,41.0,10.25
Karnataka,Bengaluru,560013,45.0,474.0,1027.0,1501.0,32.630434782608695
Karnataka,Bengaluru,560014,9.0,97.0,229.0,326.0,32.6
Karnataka,Bengaluru,560015,55.0,404.0,1205.0,1609.0,28.732142857142858
Karnataka,Bengaluru,560016,844.0,6104.0,4805.0,10909.0,12.910059171597632
Karnataka,Bengaluru,560017,104.0,1136.0,2042.0,3178.0,30.266666666666666
Karnataka,Bengaluru,560018,92.0,812.0,2901.0,3713.0,39.924731182795696
Karnataka,Bengaluru,560019,43.0,412.0,1141.0,1553.0,35.29545454545455
Karnataka,Bengaluru,560020,33.0,226.0,870.0,1096.0,32.23529411764706
Karnataka,Bengaluru,560021,122.0,1444.0,4424.0,5868.0,47.707317073170735
Karnataka,Bengaluru,560022,94.0,779.0,2783.0,3562.0,37.49473684210526
Karnataka,Bengaluru,560023,133.0,3867.0,4104.0,7971.0,59.485074626865675
Karnataka,Bengaluru,560024,190.0,1059.0,1742.0,2801.0,14.664921465968586
Karnataka,Bengaluru,560025,31.0,213.0,356.0,569.0,17.78125
Karnataka,Bengaluru,560026,333.0,5536.0,7917.0,13453.0,40.278443113772454
Karnataka,Bengaluru,560027,93.0,800.0,1548.0,2348.0,24.97872340425532
Karnataka,Bengaluru,560028,6.0,38.0,314.0,352.0,50.285714285714285
Karnataka,Bengaluru,560029,385.0,1338.0,3061.0,4399.0,11.396373056994818
Karnataka,Bengaluru,560030,94.0,907.0,2068.0,2975.0,31.31578947368421
Karnataka,Bengaluru,560032,1000.0,8545.0,7400.0,15945.0,15.92907092907093
Karnataka,Bengaluru,560033,90.0,1012.0,1989.0,3001.0,32.97802197802198
Karnataka,Bengaluru,560034,66.0,745.0,1034.0,1779.0,26.55223880597015
Karnataka,Bengaluru,560035,783.0,3812.0,2342.0,6154.0,7.849489795918367
Karnataka,Bengaluru,560036,771.0,9973.0,3887.0,13860.0,17.95336787564767
Karnataka,Bengaluru,560037,844.0,3458.0,4338.0,7796.0,9.22603550295858
Karnataka,Bengaluru,560038,81.0,650.0,1124.0,1774.0,21.634146341463413
Karnataka,Bengaluru,560039,126.0,792.0,3286.0,4078.0,32.110236220472444
Karnataka,Bengaluru,560040,112.0,1423.0,3462.0,4885.0,43.230088495575224
Karnataka,Bengaluru,560041,75.0,750.0,1549.0,2299.0,30.25
Karnataka,Bengaluru,560042,12.0,115.0,293.0,408.0,31.384615384615383
Karnataka,Bengaluru,560043,1348.0,9183.0,6739.0,15922.0,11.80281690140845
Karnataka,Bengaluru,560045,1230.0,10241.0,9344.0,19585.0,15.90982940698619
Karnataka,Bengaluru,560046,73.0,728.0,1159.0,1887.0,25.5
Karnataka,Bengaluru,560047,417.0,3032.0,4265.0,7297.0,17.45693779904306
Karnataka,Bengaluru,560048,483.0,1962.0,2163.0,4125.0,8.522727272727273
Karnataka,Bengaluru,560049,758.0,8179.0,3198.0,11377.0,14.989459815546772
Karnataka,Bengaluru,560050,79.0,1106.0,1890.0,2996.0,37.45
Karnataka,Bengaluru,560051,66.0,759.0,1550.0,2309.0,34.46268656716418
Karnataka,Bengaluru,560052,2.0,17.0,0.0,17.0,5.666666666666667
Karnataka,Bengaluru,560053,69.0,577.0,1579.0,2156.0,30.8
Karnataka,Bengaluru,560054,67.0,1016.0,1862.0,2878.0,42.3235294117647
Karnataka,Bengaluru,560055,22.0,339.0,362.0,701.0,30.47826086956522
Karnataka,Bengaluru,560056,163.0,2038.0,4100.0,6138.0,37.426829268292686
Karnataka,Bengaluru,560057,97.0,1460.0,2576.0,4036.0,41.183673469387756
Karnataka,Bengaluru,560058,323.0,3829.0,4964.0,8793.0,27.13888888888889
Karnataka,Bengaluru,560059,62.0,509.0,703.0,1212.0,19.238095238095237
Karnataka,Bengaluru,560060,246.0,6674.0,5856.0,12530.0,50.72874493927125
Karnataka,Bengaluru,560061,674.0,4631.0,4890.0,9521.0,14.105185185185185
Karnataka,Bengaluru,560062,278.0,4848.0,4460.0,9308.0,33.36200716845878
Karnataka,Bengaluru,560063,23.0,456.0,388.0,844.0,35.166666666666664
Karnataka,Bengaluru,560064,1248.0,16974.0,8103.0,25077.0,20.077662129703764
Karnataka,Bengaluru,560065,25.0,303.0,442.0,745.0,28.653846153846153
Karnataka,Bengaluru,560066,867.0,9441.0,2958.0,12399.0,14.284562211981568
Karnataka,Bengaluru,560067,819.0,5857.0,2352.0,8209.0,10.010975609756098
Karnataka,Bengaluru,560068,1653.0,11960.0,9615.0,21575.0,13.044135429262393
Karnataka,Bengaluru,560069,17.0,87.0,491.0,578.0,32.111111111111114
Karnataka,Bengaluru,560070,176.0,1519.0,3950.0,5469.0,30.89830508474576
Karnataka,Bengaluru,560071,26.0,375.0,419.0,794.0,29.40740740740741
Karnataka,Bengaluru,560072,160.0,3072.0,4681.0,7753.0,48.15527950310559
Karnataka,Bengaluru,560073,226.0,5692.0,4341.0,10033.0,44.198237885462554
Karnataka,Bengaluru,560074,23.0,520.0,365.0,885.0,36.875
Karnataka,Bengaluru,560075,151.0,1398.0,2171.0,3569.0,23.480263157894736
Karnataka,Bengaluru,560076,856.0,8260.0,5537.0,13797.0,16.099183197199533
Karnataka,Bengaluru,560077,949.0,5702.0,4615.0,10317.0,10.86
Karnataka,Bengaluru,560078,853.0,9501.0,6697.0,16198.0,18.9672131147541
Karnataka,Bengaluru,560079,216.0,5245.0,7360.0,12605.0,58.08755760368663
Karnataka,Bengaluru,560080,7.0,42.0,35.0,77.0,9.625
Karnataka,Bengaluru,560081,2.0,59.0,10.0,69.0,23.0
Karnataka,Bengaluru,560082,115.0,1442.0,1400.0,2842.0,24.5
Karnataka,Bengaluru,560083,475.0,5276.0,3612.0,8888.0,18.672268907563026
Karnataka,Bengaluru,560084,320.0,1768.0,3103.0,4871.0,15.174454828660435
Karnataka,Bengaluru,560085,189.0,5576.0,4419.0,9995.0,52.60526315789474
Karnataka,Bengaluru,560086,101.0,896.0,2860.0,3756.0,36.8235294117647
Karnataka,Bengaluru,560087,753.0,3366.0,1799.0,5165.0,6.850132625994695
Karnataka,Bengaluru,560088,14.0,171.0,237.0,408.0,27.2
Karnataka,Bengaluru,560089,27.0,576.0,695.0,1271.0,45.392857142857146
Karnataka,Bengaluru,560090,113.0,1900.0,2395.0,4295.0,37.675438596491226
Karnataka,Bengaluru,560091,948.0,11548.0,10359.0,21907.0,23.084299262381453
Karnataka,Bengaluru,560092,242.0,2210.0,2144.0,4354.0,17.91769547325103
Karnataka,Bengaluru,560093,252.0,1679.0,1455.0,3134.0,12.387351778656127
Karnataka,Bengaluru,560094,117.0,1878.0,2593.0,4471.0,37.889830508474574
Karnataka,Bengaluru,560095,27.0,229.0,558.0,787.0,28.107142857142858
Karnataka,Bengaluru,560096,109.0,1650.0,3195.0,4845.0,44.04545454545455
Karnataka,Bengaluru,560097,582.0,4650.0,5465.0,10115.0,17.349914236706688
Karnataka,Bengaluru,560098,195.0,2743.0,2665.0,5408.0,27.591836734693878
Karnataka,Bengaluru,560099,584.0,5414.0,3318.0,8732.0,14.926495726495727
Karnataka,Bengaluru,560100,1114.0,13792.0,5267.0,19059.0,17.093273542600897
Karnataka,Bengaluru,560102,374.0,2290.0,2365.0,4655.0,12.413333333333334
Karnataka,Bengaluru,560103,409.0,1932.0,1695.0,3627.0,8.846341463414634
Karnataka,Bengaluru,560104,18.0,188.0,322.0,510.0,26.842105263157894
Karnataka,Bengaluru,560105,194.0,2749.0,2780.0,5529.0,28.353846153846153
Karnataka,Bengaluru,560107,7.0,88.0,40.0,128.0,16.0
Karnataka,Bengaluru,560108,32.0,217.0,252.0,469.0,14.212121212121213
Karnataka,Bengaluru,560109,56.0,780.0,546.0,1326.0,23.263157894736842
Karnataka,Bengaluru,560110,17.0,229.0,308.0,537.0,29.833333333333332
Karnataka,Bengaluru,560111,7.0,125.0,48.0,173.0,21.625
Karnataka,Bengaluru,560112,2.0,32.0,2.0,34.0,11.333333333333334
Karnataka,Bengaluru,560113,12.0,96.0,24.0,120.0,9.23076923076923
Karnataka,Bengaluru,560114,31.0,205.0,182.0,387.0,12.09375
Karnataka,Bengaluru,560115,8.0,84.0,19.0,103.0,11.444444444444445
Karnataka,Bengaluru,561203,6.0,92.0,34.0,126.0,18.0
Karnataka,Bengaluru,562106,136.0,1622.0,2897.0,4519.0,32.98540145985402
Karnataka,Bengaluru,562107,125.0,2549.0,2232.0,4781.0,37.94444444444444
Karnataka,Bengaluru,562109,1.0,6.0,4.0,10.0,5.0
Karnataka,Bengaluru,562110,7.0,52.0,23.0,75.0,9.375
Karnataka,Bengaluru,562114,3.0,10.0,0.0,10.0,2.5
Karnataka,Bengaluru,562120,2.0,25.0,26.0,51.0,17.0
Karnataka,Bengaluru,562123,95.0,1267.0,2303.0,3570.0,37.1875
Karnataka,Bengaluru,562125,220.0,5015.0,1972.0,6987.0,31.615384615384617
Karnataka,Bengaluru,562129,4.0,42.0,20.0,62.0,12.4
Karnataka,Bengaluru,562130,116.0,1131.0,2349.0,3480.0,29.743589743589745
Karnataka,Bengaluru,562149,104.0,945.0,1079.0,2024.0,19.276190476190475
Karnataka,Bengaluru,562157,85.0,873.0,1085.0,1958.0,22.767441860465116
Karnataka,Bengaluru,562162,25.0,896.0,350.0,1246.0,47.92307692307692
Karnataka,Bengaluru Rural,560049,762.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Rural,560060,281.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Rural,560067,961.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Rural,560087,610.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Rural,562110,174.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Rural,562163,2.0,79.0,10.0,89.0,29.666666666666668
Karnataka,Bengaluru South,560060,2.0,171.0,6.0,177.0,59.0
Karnataka,Bengaluru South,561101,1.0,132.0,6.0,138.0,69.0
Karnataka,Bengaluru South,562108,26.0,118.0,1.0,119.0,4.407407407407407
Karnataka,Bengaluru South,562109,2.0,366.0,11.0,377.0,125.66666666666667
Karnataka,Bengaluru South,562112,4.0,150.0,15.0,165.0,33.0
Karnataka,Bengaluru South,562117,37.0,375.0,14.0,389.0,10.236842105263158
Karnataka,Bengaluru South,562119,16.0,166.0,6.0,172.0,10.117647058823529
Karnataka,Bengaluru South,562121,2.0,55.0,4.0,59.0,19.666666666666668
Karnataka,Bengaluru South,562126,4.0,113.0,2.0,115.0,23.0
Karnataka,Bengaluru South,562127,1.0,208.0,7.0,215.0,107.5
Karnataka,Bengaluru South,562138,20.0,186.0,6.0,192.0,9.142857142857142
Karnataka,Bengaluru South,562159,8.0,561.0,17.0,578.0,64.22222222222223
Karnataka,Bengaluru South,562160,76.0,425.0,9.0,434.0,5.636363636363637
Karnataka,Bengaluru South,562161,4.0,12.0,0.0,12.0,2.4
Karnataka,Bengaluru Urban,560001,180.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560004,175.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560005,291.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560008,261.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560010,330.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560016,809.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560017,112.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560024,202.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560027,112.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560029,334.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560032,861.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560034,137.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560035,629.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560036,728.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560037,882.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560038,173.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560041,132.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560043,1293.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560045,1108.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560046,89.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560047,420.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560048,464.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560058,463.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560061,572.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560062,576.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560064,1008.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560066,792.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560068,1638.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560075,246.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560076,811.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560077,903.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560078,852.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560084,302.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560085,399.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560091,792.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560092,235.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560093,237.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560094,137.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560097,510.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560098,89.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560099,455.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560100,889.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560102,370.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,560103,385.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,562106,158.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,562125,464.0,0.0,0.0,0.0,0.0
Karnataka,Bengaluru Urban,562157,69.0,0.0,0.0,0.0,0.0
Karnataka,Bidar,585226,187.0,1147.0,3377.0,4524.0,24.06382978723404
Karnataka,Bidar,585227,200.0,2139.0,3271.0,5410.0,26.915422885572138
Karnataka,Bidar,585326,406.0,2937.0,5422.0,8359.0,20.538083538083537
Karnataka,Bidar,585327,540.0,6234.0,7393.0,13627.0,25.188539741219962
Karnataka,Bidar,585328,341.0,2757.0,5401.0,8158.0,23.853801169590643
Karnataka,Bidar,585329,143.0,1227.0,2032.0,3259.0,22.631944444444443
Karnataka,Bidar,585330,232.0,1024.0,2976.0,4000.0,17.167381974248926
Karnataka,Bidar,585331,143.0,734.0,2485.0,3219.0,22.354166666666668
Karnataka,Bidar,585353,72.0,391.0,940.0,1331.0,18.232876712328768
Karnataka,Bidar,585401,310.0,4361.0,5833.0,10194.0,32.77813504823151
Karnataka,Bidar,585402,218.0,1723.0,4649.0,6372.0,29.095890410958905
Karnataka,Bidar,585403,352.0,4094.0,6457.0,10551.0,29.889518413597735
Karnataka,Bidar,585411,95.0,665.0,2232.0,2897.0,30.177083333333332
Karnataka,Bidar,585412,160.0,1737.0,2962.0,4699.0,29.18633540372671
Karnataka,Bidar,585413,180.0,1143.0,3116.0,4259.0,23.53038674033149
Karnataka,Bidar,585414,63.0,790.0,1431.0,2221.0,34.703125
Karnataka,Bidar,585415,40.0,273.0,668.0,941.0,22.951219512195124
Karnataka,Bidar,585416,200.0,1754.0,3122.0,4876.0,24.258706467661693
Karnataka,Bidar,585417,81.0,1114.0,1855.0,2969.0,36.207317073170735
Karnataka,Bidar,585418,116.0,1228.0,1993.0,3221.0,27.52991452991453
Karnataka,Bidar,585419,166.0,1673.0,4158.0,5831.0,34.91616766467066
Karnataka,Bidar,585421,146.0,1196.0,2385.0,3581.0,24.360544217687075
Karnataka,Bidar,585436,75.0,458.0,1003.0,1461.0,19.223684210526315
Karnataka,Bidar,585437,361.0,1669.0,3012.0,4681.0,12.930939226519337
Karnataka,Bidar,585443,93.0,591.0,1535.0,2126.0,22.617021276595743
Karnataka,Bijapur,586101,346.0,2190.0,4639.0,6829.0,19.680115273775215
Karnataka,Bijapur,586102,69.0,424.0,965.0,1389.0,19.84285714285714
Karnataka,Bijapur,586103,52.0,462.0,963.0,1425.0,26.88679245283019
Karnataka,Bijapur,586104,205.0,887.0,2442.0,3329.0,16.160194174757283
Karnataka,Bijapur,586108,98.0,571.0,1042.0,1613.0,16.292929292929294
Karnataka,Bijapur,586109,32.0,217.0,655.0,872.0,26.424242424242426
Karnataka,Bijapur,586111,66.0,418.0,847.0,1265.0,18.880597014925375
Karnataka,Bijapur,586112,155.0,1060.0,2439.0,3499.0,22.42948717948718
Karnataka,Bijapur,586113,127.0,962.0,1242.0,2204.0,17.21875
Karnataka,Bijapur,586114,66.0,601.0,698.0,1299.0,19.388059701492537
Karnataka,Bijapur,586115,83.0,807.0,1107.0,1914.0,22.785714285714285
Karnataka,Bijapur,586116,43.0,392.0,566.0,958.0,21.772727272727273
Karnataka,Bijapur,586117,103.0,647.0,1715.0,2362.0,22.71153846153846
Karnataka,Bijapur,586118,73.0,719.0,953.0,1672.0,22.594594594594593
Karnataka,Bijapur,586119,100.0,482.0,872.0,1354.0,13.405940594059405
Karnataka,Bijapur,586120,81.0,525.0,840.0,1365.0,16.646341463414632
Karnataka,Bijapur,586121,50.0,315.0,560.0,875.0,17.15686274509804
Karnataka,Bijapur,586122,38.0,505.0,751.0,1256.0,32.205128205128204
Karnataka,Bijapur,586123,145.0,678.0,1478.0,2156.0,14.767123287671232
Karnataka,Bijapur,586124,106.0,637.0,903.0,1540.0,14.392523364485982
Karnataka,Bijapur,586125,98.0,679.0,974.0,1653.0,16.696969696969695
Karnataka,Bijapur,586127,76.0,448.0,1086.0,1534.0,19.92207792207792
Karnataka,Bijapur,586128,299.0,1960.0,3451.0,5411.0,18.036666666666665
Karnataka,Bijapur,586129,68.0,370.0,596.0,966.0,14.0
Karnataka,Bijapur,586130,69.0,370.0,995.0,1365.0,19.5
Karnataka,Bijapur,586201,34.0,334.0,663.0,997.0,28.485714285714284
Karnataka,Bijapur,586202,136.0,561.0,1647.0,2208.0,16.116788321167885
Karnataka,Bijapur,586203,121.0,1444.0,2697.0,4141.0,33.942622950819676
Karnataka,Bijapur,586204,93.0,754.0,1503.0,2257.0,24.01063829787234
Karnataka,Bijapur,586205,76.0,701.0,1379.0,2080.0,27.01298701298701
Karnataka,Bijapur,586206,57.0,324.0,506.0,830.0,14.310344827586206
Karnataka,Bijapur,586207,56.0,313.0,775.0,1088.0,19.087719298245613
Karnataka,Bijapur,586208,59.0,628.0,1133.0,1761.0,29.35
Karnataka,Bijapur,586209,67.0,556.0,1018.0,1574.0,23.147058823529413
Karnataka,Bijapur,586210,68.0,814.0,904.0,1718.0,24.89855072463768
Karnataka,Bijapur,586211,80.0,675.0,1033.0,1708.0,21.08641975308642
Karnataka,Bijapur,586212,72.0,557.0,777.0,1334.0,18.273972602739725
Karnataka,Bijapur,586213,77.0,669.0,1255.0,1924.0,24.666666666666668
Karnataka,Bijapur,586214,141.0,1521.0,2058.0,3579.0,25.204225352112676
Karnataka,Bijapur,586215,149.0,993.0,1330.0,2323.0,15.486666666666666
Karnataka,Bijapur,586216,63.0,486.0,1001.0,1487.0,23.234375
Karnataka,Bijapur,586217,129.0,908.0,1603.0,2511.0,19.315384615384616
Karnataka,Bijapur,586245,101.0,720.0,1013.0,1733.0,16.99019607843137
Karnataka,Bijapur,587117,4.0,90.0,31.0,121.0,24.2
Karnataka,Bijapur(KAR),586115,1.0,0.0,0.0,0.0,0.0
Karnataka,Bijapur(KAR),586206,2.0,0.0,0.0,0.0,0.0
Karnataka,Chamarajanagar,571109,3.0,31.0,11.0,42.0,10.5
Karnataka,Chamarajanagar,571111,22.0,139.0,69.0,208.0,9.043478260869565
Karnataka,Chamarajanagar,571115,7.0,19.0,29.0,48.0,6.0
Karnataka,Chamarajanagar,571117,3.0,15.0,19.0,34.0,8.5
Karnataka,Chamarajanagar,571123,6.0,20.0,15.0,35.0,5.0
Karnataka,Chamarajanagar,571124,3.0,2.0,4.0,6.0,1.5
Karnataka,Chamarajanagar,571126,2.0,31.0,16.0,47.0,15.666666666666666
Karnataka,Chamarajanagar,571127,18.0,51.0,45.0,96.0,5.052631578947368
Karnataka,Chamarajanagar,571128,1.0,17.0,12.0,29.0,14.5
Karnataka,Chamarajanagar,571313,62.0,326.0,667.0,993.0,15.761904761904763
Karnataka,Chamarajanagar,571316,1.0,0.0,0.0,0.0,0.0
Karnataka,Chamarajanagar,571342,17.0,64.0,46.0,110.0,6.111111111111111
Karnataka,Chamarajanagar,571439,11.0,12.0,20.0,32.0,2.6666666666666665
Karnataka,Chamarajanagar,571440,53.0,210.0,605.0,815.0,15.092592592592593
Karnataka,Chamarajanagar,571441,30.0,130.0,236.0,366.0,11.806451612903226
Karnataka,Chamarajanagar,571442,1.0,16.0,31.0,47.0,23.5
Karnataka,Chamarajanagar,571444,1.0,2.0,0.0,2.0,1.0
Karnataka,Chamarajanagar,571490,8.0,17.0,11.0,28.0,3.111111111111111
Karnataka,Chamarajanagar *,571109,1.0,2.0,2.0,4.0,2.0
Karnataka,Chamarajanagar *,571111,2.0,15.0,9.0,24.0,8.0
Karnataka,Chamarajanagar *,571123,1.0,1.0,0.0,1.0,0.5
Karnataka,Chamarajanagar *,571127,3.0,1.0,1.0,2.0,0.5
Karnataka,Chamarajanagar *,571128,1.0,0.0,0.0,0.0,0.0
Karnataka,Chamarajanagar *,571313,4.0,11.0,8.0,19.0,3.8
Karnataka,Chamarajanagar *,571440,5.0,11.0,15.0,26.0,4.333333333333333
Karnataka,Chamarajanagar *,571441,4.0,6.0,14.0,20.0,4.0
Karnataka,Chamarajanagar *,571442,1.0,2.0,1.0,3.0,1.5
Karnataka,Chamarajanagar *,571444,1.0,0.0,2.0,2.0,1.0
Karnataka,Chamrajanagar,571109,66.0,841.0,962.0,1803.0,26.91044776119403
Karnataka,Chamrajanagar,571111,184.0,1535.0,1468.0,3003.0,16.232432432432432
Karnataka,Chamrajanagar,571115,43.0,271.0,785.0,1056.0,24.0
Karnataka,Chamrajanagar,571117,77.0,539.0,1468.0,2007.0,25.73076923076923
Karnataka,Chamrajanagar,571123,48.0,629.0,626.0,1255.0,25.612244897959183
Karnataka,Chamrajanagar,571124,11.0,64.0,162.0,226.0,18.833333333333332
Karnataka,Chamrajanagar,571126,10.0,133.0,78.0,211.0,19.181818181818183
Karnataka,Chamrajanagar,571127,137.0,1016.0,2061.0,3077.0,22.297101449275363
Karnataka,Chamrajanagar,571128,59.0,316.0,862.0,1178.0,19.633333333333333
Karnataka,Chamrajanagar,571312,9.0,58.0,158.0,216.0,21.6
Karnataka,Chamrajanagar,571313,196.0,1922.0,3253.0,5175.0,26.269035532994923
Karnataka,Chamrajanagar,571316,36.0,171.0,659.0,830.0,22.43243243243243
Karnataka,Chamrajanagar,571342,84.0,496.0,1149.0,1645.0,19.352941176470587
Karnataka,Chamrajanagar,571439,207.0,931.0,1976.0,2907.0,13.975961538461538
Karnataka,Chamrajanagar,571440,267.0,1490.0,4225.0,5715.0,21.324626865671643
Karnataka,Chamrajanagar,571441,98.0,742.0,2074.0,2816.0,28.444444444444443
Karnataka,Chamrajanagar,571442,105.0,623.0,1712.0,2335.0,22.028301886792452
Karnataka,Chamrajanagar,571443,80.0,521.0,1174.0,1695.0,20.925925925925927
Karnataka,Chamrajanagar,571444,374.0,2335.0,3164.0,5499.0,14.664
Karnataka,Chamrajanagar,571457,60.0,352.0,530.0,882.0,14.459016393442623
Karnataka,Chamrajanagar,571490,76.0,224.0,414.0,638.0,8.285714285714286
Karnataka,Chamrajnagar,571109,26.0,194.0,73.0,267.0,9.88888888888889
Karnataka,Chamrajnagar,571111,52.0,364.0,188.0,552.0,10.415094339622641
Karnataka,Chamrajnagar,571115,3.0,18.0,49.0,67.0,16.75
Karnataka,Chamrajnagar,571117,6.0,14.0,29.0,43.0,6.142857142857143
Karnataka,Chamrajnagar,571123,30.0,202.0,79.0,281.0,9.064516129032258
Karnataka,Chamrajnagar,571126,5.0,87.0,27.0,114.0,19.0
Karnataka,Chamrajnagar,571127,30.0,109.0,95.0,204.0,6.580645161290323
Karnataka,Chamrajnagar,571128,15.0,41.0,39.0,80.0,5.0
Karnataka,Chamrajnagar,571312,1.0,5.0,11.0,16.0,8.0
Karnataka,Chamrajnagar,571313,33.0,124.0,301.0,425.0,12.5
Karnataka,Chamrajnagar,571316,8.0,34.0,34.0,68.0,7.555555555555555
Karnataka,Chamrajnagar,571342,8.0,30.0,30.0,60.0,6.666666666666667
Karnataka,Chamrajnagar,571439,6.0,16.0,37.0,53.0,7.571428571428571
Karnataka,Chamrajnagar,571440,56.0,222.0,563.0,785.0,13.771929824561404
Karnataka,Chamrajnagar,571441,23.0,122.0,301.0,423.0,17.625
Karnataka,Chamrajnagar,571442,21.0,140.0,161.0,301.0,13.681818181818182
Karnataka,Chamrajnagar,571443,16.0,37.0,53.0,90.0,5.294117647058823
Karnataka,Chamrajnagar,571444,20.0,103.0,112.0,215.0,10.238095238095237
Karnataka,Chamrajnagar,571457,5.0,11.0,17.0,28.0,4.666666666666667
Karnataka,Chamrajnagar,571490,16.0,55.0,44.0,99.0,5.823529411764706
Karnataka,Chickmagalur,573144,1.0,8.0,9.0,17.0,8.5
Karnataka,Chickmagalur,577101,114.0,1115.0,2094.0,3209.0,27.904347826086955
Karnataka,Chickmagalur,577102,14.0,128.0,319.0,447.0,29.8
Karnataka,Chickmagalur,577111,39.0,171.0,597.0,768.0,19.2
Karnataka,Chickmagalur,577112,25.0,171.0,651.0,822.0,31.615384615384617
Karnataka,Chickmagalur,577113,20.0,146.0,468.0,614.0,29.238095238095237
Karnataka,Chickmagalur,577114,10.0,71.0,161.0,232.0,21.09090909090909
Karnataka,Chickmagalur,577116,59.0,664.0,1028.0,1692.0,28.2
Karnataka,Chickmagalur,577117,2.0,21.0,39.0,60.0,20.0
